EJECUCIÓN DE GASTOS ALCALDÍA MUNICIPAL CHIQUIZA Del 01/01/2025 Al 30/09/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,CÓDIGO,DESCRIPCIÓN,ULT. NIVEL,FUENTE,DESCRIPCIÓN FTE.,FTE LEY 715,UNIDAD,SECTOR,PROGRAMA,PRODUCTO,DEPENDENCIA,BPIN,PTO. INICIAL,ADICIÓN,REDUCCIÓN,CRÉDITO,CONTRACRÉDITO,PTO. DEFINITIVO,DISPONIBILIDAD,CANCEL. C.D.P.,REGISTRO,CANCEL. C.R.P.,OBLIGACIONES,CANCEL. O.,PAGOS,SALDO DE APROPIACIÓN,SALDO DISPONIBLE,SALDO COMPROMISOS,SALDO OBLIGACIONES
4300,2.3.1.01.01.001.01.05,Sueldo Básico - Transporte - DEP: ADMINISTRACIÓN CENTRAL - SEC: Transporte - PROG: Infraestructura red vial regional - SUBP: Intersubsectorial Transporte - PROD: Banco de maquinaria dotado, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,24,2402,2402125 - Banco de maquinaria dotado,16. ADMINISTRACIÓN CENTRAL,2024152320005,"39,240,000.00",0.00,0.00,0.00,0.00,"39,240,000.00","28,806,800.00",0.00,"28,806,800.00",0.00,"28,806,800.00",0.00,"28,806,800.00","10,433,200.00",0.00,0.00,0.00
4301,2.3.1.01.01.001.01.06,Sueldo Básico - Comisaria De Familia - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501082 - Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia,16. ADMINISTRACIÓN CENTRAL,2024152320009,"121,126,508.00",0.00,0.00,0.00,"33,000,000.00","88,126,508.00","87,856,962.00","269,546.00","87,856,962.00","269,546.00","87,856,962.00","269,546.00","87,856,962.00","269,546.00",0.00,0.00,0.00
4739,2.3.1.01.01.001.01.06,Sueldo Básico - Comisaria De Familia - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia, Si ,1.3.3.3.20,R.B. ESTAMPILLAS, ,U1,45,4501,4501082 - Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia,16. ADMINISTRACIÓN CENTRAL,2024152320009,0.00,"35,771,141.44",0.00,0.00,0.00,"35,771,141.44","4,578,143.00",0.00,"4,578,143.00",0.00,"4,578,143.00",0.00,"4,578,143.00","31,192,998.44",0.00,0.00,0.00
4302,2.3.1.01.01.001.04,SUBSIDIO DE ALIMENTACIÓN, No ,NA,N/A,,NA,,,,,,"8,465,436.00",0.00,0.00,0.00,0.00,"8,465,436.00","6,033,162.20","4,925.80","6,033,162.20","4,923.80","6,033,162.20","4,923.80","6,033,162.20","2,432,273.80",0.00,0.00,0.00
4302,2.3.1.01.01.001.04.01,Subsidio de alimentación - Inclusión Social Y Reconciliación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Inclusión Social Y Reconciliación - PROG: Inclusión social y productiva para la población en situación de vulnerabilidad - SUBP: Intersubsectorial Desarrollo Social - PROD: Servicio de acompañamiento familiar y comunitario para la superación de la pobreza, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,41,4103,4103050 - Servicio de acompañamiento familiar y comunitario para la superación de la pobreza,16. ADMINISTRACIÓN CENTRAL,2024152320002,"1,209,348.00",0.00,0.00,0.00,0.00,"1,209,348.00","887,917.10","2,461.90","887,917.10","2,461.90","887,917.10","2,461.90","887,917.10","321,430.90",0.00,0.00,0.00
4303,2.3.1.01.01.001.04.02,"Subsidio De Alimentación - Educación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Educación - PROG: Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media - SUBP: Intersubsectorial Educación - PROD: Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.", Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,22,2201,"2201017 - Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.",16. ADMINISTRACIÓN CENTRAL,2024152320010,"3,628,044.00",0.00,0.00,0.00,0.00,"3,628,044.00","2,516,144.00",1.00,"2,516,144.00",0.00,"2,516,144.00",0.00,"2,516,144.00","1,111,900.00",0.00,0.00,0.00
4304,2.3.1.01.01.001.04.03,Subsidio De Alimentación - Cultura - DEP: ADMINISTRACIÓN CENTRAL - SEC: Cultura - PROG: Promoción y acceso efectivo a procesos culturales y artísticos - SUBP: Arte y cultura - PROD: Servicios bibliotecarios, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,33,3301,3301085 - Servicios bibliotecarios,16. ADMINISTRACIÓN CENTRAL,2024152320001,"1,209,348.00",0.00,0.00,0.00,0.00,"1,209,348.00","887,917.10","2,461.90","887,917.10","2,461.90","887,917.10","2,461.90","887,917.10","321,430.90",0.00,0.00,0.00
4305,2.3.1.01.01.001.04.04,Subsidio De Alimentación - Transporte - DEP: ADMINISTRACIÓN CENTRAL - SEC: Transporte - PROG: Infraestructura red vial regional - SUBP: Intersubsectorial Transporte - PROD: Banco de maquinaria dotado, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,24,2402,2402125 - Banco de maquinaria dotado,16. ADMINISTRACIÓN CENTRAL,2024152320005,"2,418,696.00",0.00,0.00,0.00,0.00,"2,418,696.00","1,741,184.00",1.00,"1,741,184.00",0.00,"1,741,184.00",0.00,"1,741,184.00","677,512.00",0.00,0.00,0.00
4306,2.3.1.01.01.001.05,AUXILIO DE TRANSPORTE, No ,NA,N/A,,NA,,,,,,"14,868,000.00",0.00,0.00,0.00,0.00,"14,868,000.00","12,206,666.00",0.00,"12,206,666.00",0.00,"12,206,666.00",0.00,"12,206,666.00","2,661,334.00",0.00,0.00,0.00
4306,2.3.1.01.01.001.05.01,Auxilio de transporte - Inclusión Social Y Reconciliación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Inclusión Social Y Reconciliación - PROG: Inclusión social y productiva para la población en situación de vulnerabilidad - SUBP: Intersubsectorial Desarrollo Social - PROD: Servicio de acompañamiento familiar y comunitario para la superación de la pobreza, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,41,4103,4103050 - Servicio de acompañamiento familiar y comunitario para la superación de la pobreza,16. ADMINISTRACIÓN CENTRAL,2024152320002,"2,124,000.00",0.00,0.00,0.00,0.00,"2,124,000.00","1,800,000.00",0.00,"1,800,000.00",0.00,"1,800,000.00",0.00,"1,800,000.00","324,000.00",0.00,0.00,0.00
4307,2.3.1.01.01.001.05.02,"Auxilio De Transporte - Educación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Educación - PROG: Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media - SUBP: Intersubsectorial Educación - PROD: Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.", Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,22,2201,"2201017 - Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.",16. ADMINISTRACIÓN CENTRAL,2024152320003,"6,372,000.00",0.00,0.00,0.00,0.00,"6,372,000.00","5,086,666.00",0.00,"5,086,666.00",0.00,"5,086,666.00",0.00,"5,086,666.00","1,285,334.00",0.00,0.00,0.00
4308,2.3.1.01.01.001.05.03,Auxilio De Transporte - Cultura - DEP: ADMINISTRACIÓN CENTRAL - SEC: Cultura - PROG: Promoción y acceso efectivo a procesos culturales y artísticos - SUBP: Arte y cultura - PROD: Servicios bibliotecarios, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,33,3301,3301085 - Servicios bibliotecarios,16. ADMINISTRACIÓN CENTRAL,2024152320001,"2,124,000.00",0.00,0.00,0.00,0.00,"2,124,000.00","1,800,000.00",0.00,"1,800,000.00",0.00,"1,800,000.00",0.00,"1,800,000.00","324,000.00",0.00,0.00,0.00
4309,2.3.1.01.01.001.05.04,Auxilio De Transporte - Transporte - DEP: ADMINISTRACIÓN CENTRAL - SEC: Transporte - PROG: Infraestructura red vial regional - SUBP: Intersubsectorial Transporte - PROD: Banco de maquinaria dotado, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,24,2402,2402125 - Banco de maquinaria dotado,16. ADMINISTRACIÓN CENTRAL,2024152320005,"4,248,000.00",0.00,0.00,0.00,0.00,"4,248,000.00","3,520,000.00",0.00,"3,520,000.00",0.00,"3,520,000.00",0.00,"3,520,000.00","728,000.00",0.00,0.00,0.00
4310,2.3.1.01.01.001.06,PRIMA DE SERVICIO, No ,NA,N/A,,NA,,,,,,"13,142,701.00","2,300,000.00",0.00,0.00,0.00,"15,442,701.00","12,098,112.18",0.00,"12,098,112.18",0.00,"12,098,112.18",0.00,"12,098,112.18","3,344,588.82",0.00,0.00,0.00
4310,2.3.1.01.01.001.06.01,Prima de servicio - Inclusión Social Y Reconciliación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Inclusión Social Y Reconciliación - PROG: Inclusión social y productiva para la población en situación de vulnerabilidad - SUBP: Intersubsectorial Desarrollo Social - PROD: Servicio de acompañamiento familiar y comunitario para la superación de la pobreza, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,41,4103,4103050 - Servicio de acompañamiento familiar y comunitario para la superación de la pobreza,16. ADMINISTRACIÓN CENTRAL,2024152320002,"1,066,039.00",0.00,0.00,0.00,0.00,"1,066,039.00","1,055,098.95",0.00,"1,055,098.95",0.00,"1,055,098.95",0.00,"1,055,098.95","10,940.05",0.00,0.00,0.00
4311,2.3.1.01.01.001.06.02,"Prima De Servicio - Educación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Educación - PROG: Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media - SUBP: Intersubsectorial Educación - PROD: Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.", Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,22,2201,"2201017 - Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.",16. ADMINISTRACIÓN CENTRAL,2024152320011,"2,365,232.00","1,000,000.00",0.00,0.00,0.00,"3,365,232.00","1,605,513.00",0.00,"1,605,513.00",0.00,"1,605,513.00",0.00,"1,605,513.00","1,759,719.00",0.00,0.00,0.00
4312,2.3.1.01.01.001.06.03,Prima De Servicio - Cultura - DEP: ADMINISTRACIÓN CENTRAL - SEC: Cultura - PROG: Promoción y acceso efectivo a procesos culturales y artísticos - SUBP: Arte y cultura - PROD: Servicios bibliotecarios, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,33,3301,3301085 - Servicios bibliotecarios,16. ADMINISTRACIÓN CENTRAL,2024152320001,"1,066,039.00",0.00,0.00,0.00,0.00,"1,066,039.00","1,055,098.95",0.00,"1,055,098.95",0.00,"1,055,098.95",0.00,"1,055,098.95","10,940.05",0.00,0.00,0.00
4313,2.3.1.01.01.001.06.04,Prima De Servicio - Justicia Y Del Derecho - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501081 - Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana,16. ADMINISTRACIÓN CENTRAL,2024152320009,"1,441,939.00",0.00,0.00,0.00,0.00,"1,441,939.00","1,433,543.28",0.00,"1,433,543.28",0.00,"1,433,543.28",0.00,"1,433,543.28","8,395.72",0.00,0.00,0.00
4314,2.3.1.01.01.001.06.05,Prima De Servicio - Transporte - DEP: ADMINISTRACIÓN CENTRAL - SEC: Transporte - PROG: Infraestructura red vial regional - SUBP: Intersubsectorial Transporte - PROD: Banco de maquinaria dotado, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,24,2402,2402125 - Banco de maquinaria dotado,16. ADMINISTRACIÓN CENTRAL,2024152320005,"1,803,904.00","1,300,000.00",0.00,0.00,0.00,"3,103,904.00","1,823,493.00",0.00,"1,823,493.00",0.00,"1,823,493.00",0.00,"1,823,493.00","1,280,411.00",0.00,0.00,0.00
4315,2.3.1.01.01.001.06.06,Prima De Servicio - Comisaria De Familia - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501082 - Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia,16. ADMINISTRACIÓN CENTRAL,2024152320009,"5,399,548.00",0.00,0.00,0.00,0.00,"5,399,548.00","5,125,365.00",0.00,"5,125,365.00",0.00,"5,125,365.00",0.00,"5,125,365.00","274,183.00",0.00,0.00,0.00
4316,2.3.1.01.01.001.07,BONIFICACIÓN POR SERVICIOS PRESTADOS, No ,NA,N/A,,NA,,,,,,"10,363,865.00",0.00,0.00,0.00,0.00,"10,363,865.00","5,391,178.00",0.00,"5,391,178.00",0.00,"5,391,178.00",0.00,"5,391,178.00","4,972,687.00",0.00,0.00,0.00
4316,2.3.1.01.01.001.07.01,Bonificación por servicios prestados - Inclusión Social Y Reconciliación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Inclusión Social Y Reconciliación - PROG: Inclusión social y productiva para la población en situación de vulnerabilidad - SUBP: Intersubsectorial Desarrollo Social - PROD: Servicio de acompañamiento familiar y comunitario para la superación de la pobreza, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,41,4103,4103050 - Servicio de acompañamiento familiar y comunitario para la superación de la pobreza,16. ADMINISTRACIÓN CENTRAL,2024152320002,"975,023.00",0.00,0.00,0.00,0.00,"975,023.00","905,104.00",0.00,"905,104.00",0.00,"905,104.00",0.00,"905,104.00","69,919.00",0.00,0.00,0.00
4317,2.3.1.01.01.001.07.02,"Bonificación Por Servicios Prestados - Educación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Educación - PROG: Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media - SUBP: Intersubsectorial Educación - PROD: Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.", Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,22,2201,"2201017 - Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.",16. ADMINISTRACIÓN CENTRAL,2024152320011,"2,125,500.00",0.00,0.00,0.00,0.00,"2,125,500.00","617,500.00",0.00,"617,500.00",0.00,"617,500.00",0.00,"617,500.00","1,508,000.00",0.00,0.00,0.00
4318,2.3.1.01.01.001.07.03,Bonificación Por Servicios Prestados - Cultura - DEP: ADMINISTRACIÓN CENTRAL - SEC: Cultura - PROG: Promoción y acceso efectivo a procesos culturales y artísticos - SUBP: Arte y cultura - PROD: Servicios bibliotecarios, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,33,3301,3301085 - Servicios bibliotecarios,16. ADMINISTRACIÓN CENTRAL,2024152320001,"975,023.00",0.00,0.00,0.00,0.00,"975,023.00","975,023.00",0.00,"975,023.00",0.00,"975,023.00",0.00,"975,023.00",0.00,0.00,0.00,0.00
4319,2.3.1.01.01.001.07.04,Bonificación Por Servicios Prestados -  Justicia Y Del Derecho - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501081 - Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana,16. ADMINISTRACIÓN CENTRAL,2024152320009,"980,752.00",0.00,0.00,0.00,0.00,"980,752.00","78,552.00",0.00,"78,552.00",0.00,"78,552.00",0.00,"78,552.00","902,200.00",0.00,0.00,0.00
4320,2.3.1.01.01.001.07.05,Bonificación Por Servicios Prestados - Transporte - DEP: ADMINISTRACIÓN CENTRAL - SEC: Transporte - PROG: Infraestructura red vial regional - SUBP: Intersubsectorial Transporte - PROD: Banco de maquinaria dotado, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,24,2402,2402125 - Banco de maquinaria dotado,16. ADMINISTRACIÓN CENTRAL,2024152320005,"1,635,000.00",0.00,0.00,0.00,0.00,"1,635,000.00","1,421,945.00",0.00,"1,421,945.00",0.00,"1,421,945.00",0.00,"1,421,945.00","213,055.00",0.00,0.00,0.00
4321,2.3.1.01.01.001.07.06,Bonificación Por Servicios Prestados - Comisaria De Familia - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501082 - Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia,16. ADMINISTRACIÓN CENTRAL,2024152320009,"3,672,567.00",0.00,0.00,0.00,0.00,"3,672,567.00","1,393,054.00",0.00,"1,393,054.00",0.00,"1,393,054.00",0.00,"1,393,054.00","2,279,513.00",0.00,0.00,0.00
4322,2.3.1.01.01.001.08,PRESTACIONES SOCIALES, No ,NA,N/A,,NA,,,,,,"39,260,863.00",0.00,0.00,0.00,0.00,"39,260,863.00","6,726,178.00",0.00,"6,726,178.00",0.00,"6,726,178.00",0.00,"6,726,178.00","32,534,685.00",0.00,0.00,0.00
4323,2.3.1.01.01.001.08.01,PRIMA DE NAVIDAD, No ,NA,N/A,,NA,,,,,,"25,303,779.00",0.00,0.00,0.00,0.00,"25,303,779.00","176,270.00",0.00,"176,270.00",0.00,"176,270.00",0.00,"176,270.00","25,127,509.00",0.00,0.00,0.00
4323,2.3.1.01.01.001.08.01.01,Prima de navidad -  Inclusión Social Y Reconciliación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Inclusión Social Y Reconciliación - PROG: Inclusión social y productiva para la población en situación de vulnerabilidad - SUBP: Intersubsectorial Desarrollo Social - PROD: Servicio de acompañamiento familiar y comunitario para la superación de la pobreza, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,41,4103,4103050 - Servicio de acompañamiento familiar y comunitario para la superación de la pobreza,16. ADMINISTRACIÓN CENTRAL,2024152320002,"2,316,627.00",0.00,0.00,0.00,0.00,"2,316,627.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,316,627.00",0.00,0.00,0.00
4324,2.3.1.01.01.001.08.01.02,"Prima De Navidad -  Educación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Educación - PROG: Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media - SUBP: Intersubsectorial Educación - PROD: Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.", Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,22,2201,"2201017 - Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.",16. ADMINISTRACIÓN CENTRAL,2024152320011,"3,189,668.00",0.00,0.00,0.00,0.00,"3,189,668.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,189,668.00",0.00,0.00,0.00
4325,2.3.1.01.01.001.08.01.03,Prima De Navidad -  Cultura - DEP: ADMINISTRACIÓN CENTRAL - SEC: Cultura - PROG: Promoción y acceso efectivo a procesos culturales y artísticos - SUBP: Arte y cultura - PROD: Servicios bibliotecarios, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,33,3301,3301085 - Servicios bibliotecarios,16. ADMINISTRACIÓN CENTRAL,2024152320001,"2,316,627.00",0.00,0.00,0.00,0.00,"2,316,627.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,316,627.00",0.00,0.00,0.00
4326,2.3.1.01.01.001.08.01.04,Prima De Navidad -  Justicia Y Del Derecho - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501081 - Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana,16. ADMINISTRACIÓN CENTRAL,2024152320009,"1,842,013.00",0.00,0.00,0.00,0.00,"1,842,013.00","176,270.00",0.00,"176,270.00",0.00,"176,270.00",0.00,"176,270.00","1,665,743.00",0.00,0.00,0.00
4327,2.3.1.01.01.001.08.01.05,Prima De Navidad - Transporte - DEP: ADMINISTRACIÓN CENTRAL - SEC: Transporte - PROG: Infraestructura red vial regional - SUBP: Intersubsectorial Transporte - PROD: Banco de maquinaria dotado, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,24,2402,2402125 - Banco de maquinaria dotado,16. ADMINISTRACIÓN CENTRAL,2024152320005,"3,921,074.00",0.00,0.00,0.00,0.00,"3,921,074.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,921,074.00",0.00,0.00,0.00
4328,2.3.1.01.01.001.08.01.06,Prima De Navidad - Comisaria De Familia - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia, Si ,1.2.3.1.19.3,ESTAMPILLA PARA LA JUSTICIA FAMILIAR, ,U1,45,4501,4501082 - Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia,16. ADMINISTRACIÓN CENTRAL,2024152320009,"11,717,770.00",0.00,0.00,0.00,0.00,"11,717,770.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"11,717,770.00",0.00,0.00,0.00
4329,2.3.1.01.01.001.08.02,PRIMA DE VACACIONES, No ,NA,N/A,,NA,,,,,,"13,957,084.00",0.00,0.00,0.00,0.00,"13,957,084.00","6,549,908.00",0.00,"6,549,908.00",0.00,"6,549,908.00",0.00,"6,549,908.00","7,407,176.00",0.00,0.00,0.00
4329,2.3.1.01.01.001.08.02.01,Prima de vacaciones - : Inclusión Social Y Reconciliación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Inclusión Social Y Reconciliación - PROG: Inclusión social y productiva para la población en situación de vulnerabilidad - SUBP: Intersubsectorial Desarrollo Social - PROD: Servicio de acompañamiento familiar y comunitario para la superación de la pobreza, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,41,4103,4103050 - Servicio de acompañamiento familiar y comunitario para la superación de la pobreza,16. ADMINISTRACIÓN CENTRAL,2024152320002,"1,148,567.00",0.00,0.00,0.00,0.00,"1,148,567.00","1,148,567.00",0.00,"1,148,567.00",0.00,"1,148,567.00",0.00,"1,148,567.00",0.00,0.00,0.00,0.00
4330,2.3.1.01.01.001.08.02.02,"Prima De Vacaciones -  Educación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Educación - PROG: Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media - SUBP: Intersubsectorial Educación - PROD: Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.", Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,22,2201,"2201017 - Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.",16. ADMINISTRACIÓN CENTRAL,2024152320011,"2,578,113.00",0.00,0.00,0.00,0.00,"2,578,113.00","793,005.00",0.00,"793,005.00",0.00,"793,005.00",0.00,"793,005.00","1,785,108.00",0.00,0.00,0.00
4331,2.3.1.01.01.001.08.02.03,Prima De Vacaciones -  Cultura - DEP: ADMINISTRACIÓN CENTRAL - SEC: Cultura - PROG: Promoción y acceso efectivo a procesos culturales y artísticos - SUBP: Arte y cultura - PROD: Servicios bibliotecarios, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,33,3301,3301085 - Servicios bibliotecarios,16. ADMINISTRACIÓN CENTRAL,2024152320001,"1,148,567.00",0.00,0.00,0.00,0.00,"1,148,567.00","1,148,567.00",0.00,"1,148,567.00",0.00,"1,148,567.00",0.00,"1,148,567.00",0.00,0.00,0.00,0.00
4332,2.3.1.01.01.001.08.02.04,Prima De Vacaciones - Justicia Y Del Derecho - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501081 - Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana,16. ADMINISTRACIÓN CENTRAL,2024152320009,"1,502,020.00",0.00,0.00,0.00,0.00,"1,502,020.00","87,911.00",0.00,"87,911.00",0.00,"87,911.00",0.00,"87,911.00","1,414,109.00",0.00,0.00,0.00
